,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2018 SOC Code (US),Major Code,Minor Code,2018 SOC Title (US),2018 SOC Direct Match Title (US),ISCO Major Code (TR),ISCO Major Group,ISCO Minor Code (TR),"Match Score (Exact = 1, Similar = 2) ",Matched to title instead of direct title,He/She is a <occupation>. / O bir <meslek>.,He/She is a <adj> <occupation>. / O <adj> bir <occupation>.,,,
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Looping Machine Operator,8153.19,8,Remayöz Makinesi Operatörü,1,,O bir remayöz makinesi operatörü.,O çok iyi bir remayöz makinesi operatörü.,O iyi bir remayöz makinesi operatörü.,O kötü bir remayöz makinesi operatörü.,O çok kötü bir remayöz makinesi operatörü.
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",,8152.62,8,Dokuma Makineleri Operatörü,1,Y,O bir dokuma makineleri operatörü.,O çok iyi bir dokuma makineleri operatörü.,O iyi bir dokuma makineleri operatörü.,O kötü bir dokuma makineleri operatörü.,O çok kötü bir dokuma makineleri operatörü.
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",,7318.29,7,Örgü Tezgahı Ayarcısı,1,Y,O bir örgü tezgahı ayarcısı.,O çok iyi bir örgü tezgahı ayarcısı.,O iyi bir örgü tezgahı ayarcısı.,O kötü bir örgü tezgahı ayarcısı.,O çok kötü bir örgü tezgahı ayarcısı.
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Warp Knitting Machine Operator,8152.52,8,Çözgülü Örme Makinesi Operatörü,1,,O bir çözgülü örme makinesi operatörü.,O çok iyi bir çözgülü örme makinesi operatörü.,O iyi bir çözgülü örme makinesi operatörü.,O kötü bir çözgülü örme makinesi operatörü.,O çok kötü bir çözgülü örme makinesi operatörü.
51-6064,51,6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Roving Winder,8151.12,8,Fitil Katlayıcı,1,,O bir fitil katlayıcı.,O çok iyi bir fitil katlayıcı.,O iyi bir fitil katlayıcı.,O kötü bir fitil katlayıcı.,O çok kötü bir fitil katlayıcı.
51-6064,51,6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",,8152.11,8,Sarma Makinesi Ayarcısı,1,Y,O bir sarma makinesi ayarcısı.,O çok iyi bir sarma makinesi ayarcısı.,O iyi bir sarma makinesi ayarcısı.,O kötü bir sarma makinesi ayarcısı.,O çok kötü bir sarma makinesi ayarcısı.
51-6064,51,6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Twister Operator,8151.33,8,ip Büküm Makinesi Operatörü,1,,O bir ip büküm makinesi operatörü.,O çok iyi bir ip büküm makinesi operatörü.,O iyi bir ip büküm makinesi operatörü.,O kötü bir ip büküm makinesi operatörü.,O çok kötü bir ip büküm makinesi operatörü.
51-6064,51,6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Winder Operator,7323.15,7,Sarım Operatörü,1,,O bir sarım operatörü.,O çok iyi bir sarım operatörü.,O iyi bir sarım operatörü.,O kötü bir sarım operatörü.,O çok kötü bir sarım operatörü.
51-6092,51,6092,Fabric and Apparel Patternmakers,Clothing Patternmaker,7532.09,7,Hazır Giyim Kalıpçısı,1,,O bir hazır giyim kalıpçısı.,O çok iyi bir hazır giyim kalıpçısı.,O iyi bir hazır giyim kalıpçısı.,O kötü bir hazır giyim kalıpçısı.,O çok kötü bir hazır giyim kalıpçısı.
51-6093,51,6093,Upholsterers,Auto Upholsterer,7534.04,7,Oto Döşemecisi,1,,O bir oto döşemecisi.,O çok iyi bir oto döşemecisi.,O iyi bir oto döşemecisi.,O kötü bir oto döşemecisi.,O çok kötü bir oto döşemecisi.
51-6093,51,6093,Upholsterers,Furniture Upholsterer,7534.1,7,Mobilya Döşemecisi ,1,,O bir mobilya döşemecisi.,O çok iyi bir mobilya döşemecisi.,O iyi bir mobilya döşemecisi.,O kötü bir mobilya döşemecisi.,O çok kötü bir mobilya döşemecisi.
51-6099,51,6099,"Textile, Apparel, and Furnishings Workers, All Other",Feltmaker,7318.39,7,Keçe imal Ustası,1,,O bir keçe imal ustası.,O çok iyi bir keçe imal ustası.,O iyi bir keçe imal ustası.,O kötü bir keçe imal ustası.,O çok kötü bir keçe imal ustası.
51-7011,51,7011,Cabinetmakers and Bench Carpenters,Wood Furniture Assembler,7522.36,7,Ahşap Mobilya imalat Ustası,1,,O bir ahşap mobilya imalat ustası.,O çok iyi bir ahşap mobilya imalat ustası.,O iyi bir ahşap mobilya imalat ustası.,O kötü bir ahşap mobilya imalat ustası.,O çok kötü bir ahşap mobilya imalat ustası.
51-7021,51,7021,Furniture Finishers,,7522.38,7,Mobilya Perdah Elemanı,2,Y,O bir mobilya perdah elemanı.,O çok iyi bir mobilya perdah elemanı.,O iyi bir mobilya perdah elemanı.,O kötü bir mobilya perdah elemanı.,O çok kötü bir mobilya perdah elemanı.
51-7031,51,7031,"Model Makers, Wood",,7522.12,7,Ahşap Maket işçisi,1,Y,O bir ahşap maket işçisi.,O çok iyi bir ahşap maket işçisi.,O iyi bir ahşap maket işçisi.,O kötü bir ahşap maket işçisi.,O çok kötü bir ahşap maket işçisi.
51-7041,51,7041,"Sawing Machine Setters, Operators, and Tenders, Wood",,8172.03,8,Bıçkı Makinesi Operatörü ,1,Y,O bir bıçkı makinesi operatörü.,O çok iyi bir bıçkı makinesi operatörü.,O iyi bir bıçkı makinesi operatörü.,O kötü bir bıçkı makinesi operatörü.,O çok kötü bir bıçkı makinesi operatörü.
51-7041,51,7041,"Sawing Machine Setters, Operators, and Tenders, Wood",Circle Saw Operator,7522.4,7,Yatar Daire Testere Makinesi Operatörü,1,,O bir yatar daire testere makinesi operatörü.,O çok iyi bir yatar daire testere makinesi operatörü.,O iyi bir yatar daire testere makinesi operatörü.,O kötü bir yatar daire testere makinesi operatörü.,O çok kötü bir yatar daire testere makinesi operatörü.
51-7041,51,7041,"Sawing Machine Setters, Operators, and Tenders, Wood",Hardwood Sawyer,7523.04,7,Bıçkıcı,1,,O bir bıçkıcı.,O çok iyi bir bıçkıcı.,O iyi bir bıçkıcı.,O kötü bir bıçkıcı.,O çok kötü bir bıçkıcı.
51-7042,51,7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Computer Numerically Controlled (CNC) Wood Lathe Operator,7223.15,7,CNC Torna Tezgahı Operatörü,1,,O bir cnc torna tezgahı operatörü.,O çok iyi bir cnc torna tezgahı operatörü.,O iyi bir cnc torna tezgahı operatörü.,O kötü bir cnc torna tezgahı operatörü.,O çok kötü bir cnc torna tezgahı operatörü.
51-7042,51,7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",,7523.03,7,Ağaç işleme Tezgahı Ayarcısı,1,Y,O bir ağaç işleme tezgahı ayarcısı.,O çok iyi bir ağaç işleme tezgahı ayarcısı.,O iyi bir ağaç işleme tezgahı ayarcısı.,O kötü bir ağaç işleme tezgahı ayarcısı.,O çok kötü bir ağaç işleme tezgahı ayarcısı.
51-7042,51,7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",,7523.02,7,Ağaç işleme Tezgahı Ayarcı Operatörü,1,Y,O bir ağaç işleme tezgahı ayarcı operatörü.,O çok iyi bir ağaç işleme tezgahı ayarcı operatörü.,O iyi bir ağaç işleme tezgahı ayarcı operatörü.,O kötü bir ağaç işleme tezgahı ayarcı operatörü.,O çok kötü bir ağaç işleme tezgahı ayarcı operatörü.
51-7042,51,7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Wood Boring Machine Operator,7523.37,7,Ahşap Çoklu Delik Makinesi Operatörü,1,,O bir ahşap çoklu delik makinesi operatörü.,O çok iyi bir ahşap çoklu delik makinesi operatörü.,O iyi bir ahşap çoklu delik makinesi operatörü.,O kötü bir ahşap çoklu delik makinesi operatörü.,O çok kötü bir ahşap çoklu delik makinesi operatörü.
51-7042,51,7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Wood Lathe Operator,7523.17,7,Ağaç Torna Tezgahı Operatörü,1,,O bir ağaç torna tezgahı operatörü.,O çok iyi bir ağaç torna tezgahı operatörü.,O iyi bir ağaç torna tezgahı operatörü.,O kötü bir ağaç torna tezgahı operatörü.,O çok kötü bir ağaç torna tezgahı operatörü.
51-7042,51,7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Wood Planer,7523.14,7,Ağaç Planya Tezgahı Ayarcı,1,,O bir ağaç planya tezgahı ayarcı.,O çok iyi bir ağaç planya tezgahı ayarcı.,O iyi bir ağaç planya tezgahı ayarcı.,O kötü bir ağaç planya tezgahı ayarcı.,O çok kötü bir ağaç planya tezgahı ayarcı.
51-7099,51,7099,"Woodworkers, All Other",Wood Carver,7522.17,7,Ağaç Oymacısı,1,,O bir ağaç oymacısı.,O çok iyi bir ağaç oymacısı.,O iyi bir ağaç oymacısı.,O kötü bir ağaç oymacısı.,O çok kötü bir ağaç oymacısı.
51-7099,51,7099,"Woodworkers, All Other",,7115.01,7,Ahşap Doğrama Ve Kaplamacısı,2,Y,O bir ahşap doğrama ve kaplamacısı.,O çok iyi bir ahşap doğrama ve kaplamacısı.,O iyi bir ahşap doğrama ve kaplamacısı.,O kötü bir ahşap doğrama ve kaplamacısı.,O çok kötü bir ahşap doğrama ve kaplamacısı.
51-8011,51,8011,Nuclear Power Reactor Operators,Reactor Operator,3134.09,3,Reaktör Operatörü,1,,O bir reaktör operatörü.,O çok iyi bir reaktör operatörü.,O iyi bir reaktör operatörü.,O kötü bir reaktör operatörü.,O çok kötü bir reaktör operatörü.
51-8013,51,8013,Power Plant Operators,Hydroelectric Plant Operator,3131.05,3,Hidroelektrik Santral Operatörü,1,,O bir hidroelektrik santral operatörü.,O çok iyi bir hidroelektrik santral operatörü.,O iyi bir hidroelektrik santral operatörü.,O kötü bir hidroelektrik santral operatörü.,O çok kötü bir hidroelektrik santral operatörü.
51-8013,51,8013,Power Plant Operators,Power Plant Control Room Operator,3132.05,3,Kumanda Tablosu Operatörü,1,,O bir kumanda tablosu operatörü.,O çok iyi bir kumanda tablosu operatörü.,O iyi bir kumanda tablosu operatörü.,O kötü bir kumanda tablosu operatörü.,O çok kötü bir kumanda tablosu operatörü.
51-8013,51,8013,Power Plant Operators,Turbine Room Attendant,3131.29,3,Termik Santral Türbin Bakımcısı,1,,O bir termik santral türbin bakımcısı.,O çok iyi bir termik santral türbin bakımcısı.,O iyi bir termik santral türbin bakımcısı.,O kötü bir termik santral türbin bakımcısı.,O çok kötü bir termik santral türbin bakımcısı.
51-8021,51,8021,Stationary Engineers and Boiler Operators,Boiler Operator,8171.04,8,Kazan Operatörü,1,,O bir kazan operatörü.,O çok iyi bir kazan operatörü.,O iyi bir kazan operatörü.,O kötü bir kazan operatörü.,O çok kötü bir kazan operatörü.
51-8031,51,8031,Water and Wastewater Treatment Plant and System Operators,,3132.01,3,Arıtma Tesisi işletme Operatörü,2,Y,O bir arıtma tesisi işletme operatörü.,O çok iyi bir arıtma tesisi işletme operatörü.,O iyi bir arıtma tesisi işletme operatörü.,O kötü bir arıtma tesisi işletme operatörü.,O çok kötü bir arıtma tesisi işletme operatörü.
51-8031,51,8031,Water and Wastewater Treatment Plant and System Operators,Wastewater Operator,3132.11,3,Atıksu Arıtma Operatörü,1,,O bir atıksu arıtma operatörü.,O çok iyi bir atıksu arıtma operatörü.,O iyi bir atıksu arıtma operatörü.,O kötü bir atıksu arıtma operatörü.,O çok kötü bir atıksu arıtma operatörü.
51-8031,51,8031,Water and Wastewater Treatment Plant and System Operators,Water Treatment Technician,2143.04,2,Atıksu Arıtma Tesisi Teknik Sorumlusu,2,,O bir atıksu arıtma tesisi teknik sorumlusu.,O çok iyi bir atıksu arıtma tesisi teknik sorumlusu.,O iyi bir atıksu arıtma tesisi teknik sorumlusu.,O kötü bir atıksu arıtma tesisi teknik sorumlusu.,O çok kötü bir atıksu arıtma tesisi teknik sorumlusu.
51-8091,51,8091,Chemical Plant and System Operators,Chemical Plant Operator,3133.06,3,Kimyasal işleme Tesisi Kontrolörü,1,,O bir kimyasal işleme tesisi kontrolörü.,O çok iyi bir kimyasal işleme tesisi kontrolörü.,O iyi bir kimyasal işleme tesisi kontrolörü.,O kötü bir kimyasal işleme tesisi kontrolörü.,O çok kötü bir kimyasal işleme tesisi kontrolörü.
51-8091,51,8091,Chemical Plant and System Operators,Chemical Treatment Plant Technician,3133.05,3,Kimyasal işlem Teknisyeni,1,,O bir kimyasal işlem teknisyeni.,O çok iyi bir kimyasal işlem teknisyeni.,O iyi bir kimyasal işlem teknisyeni.,O kötü bir kimyasal işlem teknisyeni.,O çok kötü bir kimyasal işlem teknisyeni.
51-8093,51,8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",,9311.3,9,Rafineri Kontrol Elemanı,1,Y,O bir rafineri kontrol elemanı.,O çok iyi bir rafineri kontrol elemanı.,O iyi bir rafineri kontrol elemanı.,O kötü bir rafineri kontrol elemanı.,O çok kötü bir rafineri kontrol elemanı.
51-8093,51,8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Oil Refiner,3116.27,3,Petrol Rafineri Teknisyeni,1,,O bir petrol rafineri teknisyeni.,O çok iyi bir petrol rafineri teknisyeni.,O iyi bir petrol rafineri teknisyeni.,O kötü bir petrol rafineri teknisyeni.,O çok kötü bir petrol rafineri teknisyeni.
51-8093,51,8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Petroleum Refinery Control Panel Operator,3134.04,3,Petrol Rafinesi Kontrolör,1,,O bir petrol rafinesi kontrolör.,O çok iyi bir petrol rafinesi kontrolör.,O iyi bir petrol rafinesi kontrolör.,O kötü bir petrol rafinesi kontrolör.,O çok kötü bir petrol rafinesi kontrolör.
51-8099,51,8099,"Plant and System Operators, All Other",Asphalt Plant Operator,8342.2,8,Asfalt Plenti Operatörü,1,,O bir asfalt plenti operatörü.,O çok iyi bir asfalt plenti operatörü.,O iyi bir asfalt plenti operatörü.,O kötü bir asfalt plenti operatörü.,O çok kötü bir asfalt plenti operatörü.
51-8099,51,8099,"Plant and System Operators, All Other",Concrete Batch Plant Operator,8114.04,8,Beton Santral Operatörü,1,,O bir beton santral operatörü.,O çok iyi bir beton santral operatörü.,O iyi bir beton santral operatörü.,O kötü bir beton santral operatörü.,O çok kötü bir beton santral operatörü.
51-8099,51,8099,"Plant and System Operators, All Other",Lime Filter Operator,8114.11,8,Kireç Söndürme işçisi,1,,O bir kireç söndürme işçisi.,O çok iyi bir kireç söndürme işçisi.,O iyi bir kireç söndürme işçisi.,O kötü bir kireç söndürme işçisi.,O çok kötü bir kireç söndürme işçisi.
51-8099,51,8099,"Plant and System Operators, All Other",Sand Plant Attendant,9311.29,9,Kum Ocağı işçisi,1,,O bir kum ocağı işçisi.,O çok iyi bir kum ocağı işçisi.,O iyi bir kum ocağı işçisi.,O kötü bir kum ocağı işçisi.,O çok kötü bir kum ocağı işçisi.
51-9011,51,9011,Chemical Equipment Operators and Tenders,Chemical Process Equipment Operator,8131.89,8,Kimya Proses Operatör Yardımcısı,2,,O bir kimya proses operatör yardımcısı.,O çok iyi bir kimya proses operatör yardımcısı.,O iyi bir kimya proses operatör yardımcısı.,O kötü bir kimya proses operatör yardımcısı.,O çok kötü bir kimya proses operatör yardımcısı.
51-9011,51,9011,Chemical Equipment Operators and Tenders,Chemical Processor,3133.09,3,Kimya Proses Elemanı,1,,O bir kimya proses elemanı.,O çok iyi bir kimya proses elemanı.,O iyi bir kimya proses elemanı.,O kötü bir kimya proses elemanı.,O çok kötü bir kimya proses elemanı.
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Fermenter,8160.33,8,Fermantasyon işçisi,1,,O bir fermantasyon işçisi.,O çok iyi bir fermantasyon işçisi.,O iyi bir fermantasyon işçisi.,O kötü bir fermantasyon işçisi.,O çok kötü bir fermantasyon işçisi.
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",,8112.01,8,Ayırıcı Cihaz Operatörü,1,Y,O bir ayırıcı cihaz operatörü.,O çok iyi bir ayırıcı cihaz operatörü.,O iyi bir ayırıcı cihaz operatörü.,O kötü bir ayırıcı cihaz operatörü.,O çok kötü bir ayırıcı cihaz operatörü.
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Milk Pasteurizer,8160.79,8,Süthane Pastörizör,1,,O bir süthane pastörizör.,O çok iyi bir süthane pastörizör.,O iyi bir süthane pastörizör.,O kötü bir süthane pastörizör.,O çok kötü bir süthane pastörizör.
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Milk Processor,7513.17,7,Süt Ve Süt Ürünleri işlemecisi,1,,O bir süt ve süt ürünleri işlemecisi.,O çok iyi bir süt ve süt ürünleri işlemecisi.,O iyi bir süt ve süt ürünleri işlemecisi.,O kötü bir süt ve süt ürünleri işlemecisi.,O çok kötü bir süt ve süt ürünleri işlemecisi.
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Molasses Preparer,7514.1,7,Pekmez imalat Elemanı,1,,O bir pekmez imalat elemanı.,O çok iyi bir pekmez imalat elemanı.,O iyi bir pekmez imalat elemanı.,O kötü bir pekmez imalat elemanı.,O çok kötü bir pekmez imalat elemanı.
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Pasteurizer,8160.78,8,Pastörize Ustabaşı,1,,O bir pastörize ustabaşı.,O çok iyi bir pastörize ustabaşı.,O iyi bir pastörize ustabaşı.,O kötü bir pastörize ustabaşı.,O çok kötü bir pastörize ustabaşı.
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Winemaker,8161.04,8,Şarap imal işçisi,1,,O bir şarap imal işçisi.,O çok iyi bir şarap imal işçisi.,O iyi bir şarap imal işçisi.,O kötü bir şarap imal işçisi.,O çok kötü bir şarap imal işçisi.
51-9021,51,9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",,7223.01,7,Açkı Ve Polisaj Tezgahı Operatörü,1,Y,O bir açkı ve polisaj tezgahı operatörü.,O çok iyi bir açkı ve polisaj tezgahı operatörü.,O iyi bir açkı ve polisaj tezgahı operatörü.,O kötü bir açkı ve polisaj tezgahı operatörü.,O çok kötü bir açkı ve polisaj tezgahı operatörü.
51-9021,51,9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Beveller Operator,8181.67,8,Bizoteci,2,,O bir bizoteci.,O çok iyi bir bizoteci.,O iyi bir bizoteci.,O kötü bir bizoteci.,O çok kötü bir bizoteci.
51-9021,51,9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",,8181.52,8,Öğütme Makinesi Operatörü ,1,Y,O bir öğütme makinesi operatörü.,O çok iyi bir öğütme makinesi operatörü.,O iyi bir öğütme makinesi operatörü.,O kötü bir öğütme makinesi operatörü.,O çok kötü bir öğütme makinesi operatörü.
