2018 SOC Code (US),Major Code,Minor Code,2018 SOC Title (US),2018 SOC Direct Match Title (US),ISCO Major Code (TR),ISCO Minor Code (TR),He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.,He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.
51-6064,51,6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Roving Winder,8,Fitil Katlayıcı,It's a fuse folder.,He's a very good wick-folder.,He's a good wick-folder.,He's a bad wick-folder.,He's a terrible wick-folder.,it,he,he,he,he
51-6064,51,6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Silk Winding Machine Operator,8,Sarma Makinesi Ayarcısı,He's a winding machine adjuster.,He's a very good winding machine tuner.,He's a good winding machine adjuster.,He's a bad winding machine adjuster.,He's a terrible winding machine adjuster.,he,he,he,he,he
51-6064,51,6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Twister Operator,8,ip Büküm Makinesi Operatörü,He's a rope bending machine operator.,He's a very good ropebender operator.,He's a good ropebender operator.,He's a bad ropebender operator.,He's a terrible ropebender operator.,he,he,he,he,he
51-6064,51,6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Winder Operator,7,Sarım Operatörü,He's a winding operator.,He's a very good winding operator.,He's a good winding operator.,He's a bad winding operator.,He's a terrible winding operator.,he,he,he,he,he
51-6092,51,6092,Fabric and Apparel Patternmakers,Clothing Patternmaker,7,Hazır Giyim Kalıpçısı,He's a ready-to-wear molder.,He's a very good ready-to-wear molder.,He's a good ready-to-wear molder.,He's a bad ready-to-wear molder.,He's a terrible ready-to-wear molder.,he,he,he,he,he
51-6093,51,6093,Upholsterers,Auto Upholsterer,7,Oto Döşemecisi,He's an auto upholsterer.,He's a very good auto upholsterer.,He's a good auto upholsterer.,He's a bad auto upholsterer.,He's a terrible auto upholsterer.,he,he,he,he,he
51-6093,51,6093,Upholsterers,Furniture Upholsterer,7,Mobilya Döşemecisi ,He's a furniture upholsterer.,He's a very good furniture upholsterer.,He's a good furniture upholsterer.,He's a bad furniture upholsterer.,He's a terrible furniture upholsterer.,he,he,he,he,he
51-6099,51,6099,"Textile, Apparel, and Furnishings Workers, All Other",Feltmaker,7,Keçe imal Ustası,He's a felt-making master.,He's a very good seal maker.,He's a good felt-making master.,He's a bad felt-making master.,He's a terrible felt-making master.,he,he,he,he,he
51-7011,51,7011,Cabinetmakers and Bench Carpenters,Wood Furniture Assembler,7,Ahşap Mobilya imalat Ustası,He's a wood furniture maker.,He's a very good wood furniture maker.,He's a good wood furniture maker.,He's a bad wood furniture maker.,He's a terrible wood furniture maker.,he,he,he,he,he
51-7021,51,7021,Furniture Finishers,Furniture Refinisher,7,Mobilya Perdah Elemanı,He's a furniture perdah guy.,He's a very good furniture perdah guy.,He's a good furniture perdah guy.,He's a bad furniture perdah guy.,He's a terrible furniture perdah guy.,he,he,he,he,he
51-7031,51,7031,"Model Makers, Wood",Architectural Wood Model Maker,7,Ahşap Maket işçisi,He's a wooden model worker.,He's a very good wooden model worker.,He's a good wooden model worker.,He's a bad wooden model worker.,He's a terrible wooden model worker.,he,he,he,he,he
51-7041,51,7041,"Sawing Machine Setters, Operators, and Tenders, Wood",Backup Sawyer,8,Bıçkı Makinesi Operatörü ,He's a knife machine operator.,He's a very good sawming machine operator.,He's a good knife machine operator.,He's a bad knife machine operator.,He's a terrible sawming machine operator.,he,he,he,he,he
51-7041,51,7041,"Sawing Machine Setters, Operators, and Tenders, Wood",Circle Saw Operator,7,Yatar Daire Testere Makinesi Operatörü,He's a lying circular saw operator.,He's a very good sleeper circular saw operator.,He's a good sleeper circular saw operator.,He's a bad lying circular saw operator.,He's a very bad lying circular saw operator.,he,he,he,he,he
51-7041,51,7041,"Sawing Machine Setters, Operators, and Tenders, Wood",Hardwood Sawyer,7,Bıçkıcı,He's a knife man.,He's a very good knife man.,He's a good knifer.,He's a bad knifer.,He's a very bad knifer.,he,he,he,he,he
51-7042,51,7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Computer Numerically Controlled (CNC) Wood Lathe Operator,7,CNC Torna Tezgahı Operatörü,He's a cnc lathe operator.,He's a very good cnc lathe operator.,He's a good cnc lathe operator.,He's a bad CNC lathe operator.,He's a very bad CNC lathe operator.,he,he,he,he,he
51-7042,51,7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Speed Belt Sander,7,Ağaç işleme Tezgahı Ayarcısı,He's a woodworking machine setter.,He's a very good woodworking machine setter.,He's a good woodworking machine adjuster.,He's a bad woodworking machine setter.,He's a terrible woodworking machine setter.,he,he,he,he,he
51-7042,51,7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Tenon Operator,7,Ağaç işleme Tezgahı Ayarcı Operatörü,He's a woodworking machine adjuster operator.,He's a very good woodworking machine adjuster operator.,He's a good woodworking machine adjuster operator.,He's a bad woodworking machine tuner operator.,He's a very bad woodworking machine tuner operator.,he,he,he,he,he
51-7042,51,7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Wood Boring Machine Operator,7,Ahşap Çoklu Delik Makinesi Operatörü,He's a wood multi-hole machine operator.,He is a very good wood multi-hole machine operator.,He is a good wood multi-hole machine operator.,He's a bad wooden multi-hole machine operator.,He's a very bad wood multi-hole machine operator.,he,he,he,he,he
51-7042,51,7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Wood Lathe Operator,7,Ağaç Torna Tezgahı Operatörü,He's a wood lathe operator.,He's a very good wood lathe operator.,He's a good wood lathe operator.,He's a bad wood-lathe operator.,He's a terrible wood lathe operator.,he,he,he,he,he
51-7042,51,7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Wood Planer,7,Ağaç Planya Tezgahı Ayarcı,He's a tree planer.,He's a very good tree planer.,He's a good tree planer.,He's a bad tree planer.,He's a very bad tree planer.,he,he,he,he,he
51-7099,51,7099,"Woodworkers, All Other",Wood Carver,7,Ağaç Oymacısı,He's a tree carver.,He's a very good tree carver.,He's a good tree carver.,He's a bad tree carver.,He's a terrible tree carver.,he,he,he,he,he
51-7099,51,7099,"Woodworkers, All Other",Wood Veneer Taper,7,Ahşap Doğrama Ve Kaplamacısı,He's a wood joiner and cladding man.,He's a very good wood joiner and cladding maker.,He's a good wood joiner and cladding man.,He's a bad wood joiner and veneer.,He's a terrible wood joiner and cladding man.,he,he,he,he,he
51-8011,51,8011,Nuclear Power Reactor Operators,Reactor Operator,3,Reaktör Operatörü,He's a reactor operator.,He's a very good reactor operator.,He's a good reactor operator.,He's a bad reactor operator.,He's a terrible reactor operator.,he,he,he,he,he
51-8013,51,8013,Power Plant Operators,Hydroelectric Plant Operator,3,Hidroelektrik Santral Operatörü,He's a hydroelectric power plant operator.,He's a very good hydroelectric power plant operator.,He's a good hydroelectric power plant operator.,He's a bad hydroelectric power plant operator.,He's a terrible hydroelectric power plant operator.,he,he,he,he,he
51-8013,51,8013,Power Plant Operators,Power Plant Control Room Operator,3,Kumanda Tablosu Operatörü,He's a control table operator.,He's a very good control table operator.,He's a good control table operator.,He's a bad control table operator.,He's a terrible control table operator.,he,he,he,he,he
51-8013,51,8013,Power Plant Operators,Turbine Room Attendant,3,Termik Santral Türbin Bakımcısı,He's a thermal power plant turbine maintenance man.,He's a very good thermal power plant turbine maintenance man.,He's a good thermal power plant turbine maintenance man.,He's a bad thermal power plant turbine maintenance man.,He's a terrible thermal power plant turbine maintenance man.,he,he,he,he,he
51-8021,51,8021,Stationary Engineers and Boiler Operators,Boiler Operator,8,Kazan Operatörü,He's a boiler operator.,He's a very good boiler operator.,He's a good boiler operator.,He's a bad boiler operator.,He's a terrible boiler operator.,he,he,he,he,he
51-8031,51,8031,Water and Wastewater Treatment Plant and System Operators,Industrial Waste Treatment Technician,3,Arıtma Tesisi işletme Operatörü,He's a treatment plant operator.,He's a very good treatment plant operator.,He's a good treatment plant operator.,He's a bad treatment plant operator.,He's a very bad treatment plant operator.,he,he,he,he,he
51-8031,51,8031,Water and Wastewater Treatment Plant and System Operators,Wastewater Operator,3,Atıksu Arıtma Operatörü,He's a wastewater treatment operator.,He's a very good wastewater treatment operator.,He's a good wastewater treatment operator.,He's a bad wastewater treatment operator.,He's a very bad wastewater treatment operator.,he,he,he,he,he
51-8031,51,8031,Water and Wastewater Treatment Plant and System Operators,Water Treatment Technician,2,Atıksu Arıtma Tesisi Teknik Sorumlusu,He's the technical manager of a wastewater treatment plant.,He's a very good wastewater treatment plant technical officer.,He's a good wastewater treatment plant technical officer.,He's a bad wastewater treatment plant technical officer.,He's a very bad wastewater treatment plant technical officer.,he,he,he,he,he
51-8091,51,8091,Chemical Plant and System Operators,Chemical Plant Operator,3,Kimyasal işleme Tesisi Kontrolörü,He's a chemical processing plant controller.,He's a very good chemical processing plant controller.,He's a good chemical processing plant controller.,He's a bad chemical processing plant controller.,He's a very bad chemical processing plant controller.,he,he,he,he,he
51-8091,51,8091,Chemical Plant and System Operators,Chemical Treatment Plant Technician,3,Kimyasal işlem Teknisyeni,He's a chemical processing technician.,He's a very good chemical processing technician.,He's a good chemical processing technician.,He's a bad chemical processing technician.,He's a terrible chemical processing technician.,he,he,he,he,he
51-8093,51,8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Hydrotreater Operator,9,Rafineri Kontrol Elemanı,He's a refinery controller.,He's a very good refinery controller.,He's a good refinery controller.,He's a bad refinery controller.,He's a terrible refinery controller.,he,he,he,he,he
51-8093,51,8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Oil Refiner,3,Petrol Rafineri Teknisyeni,He's an oil refinery technician.,He's a very good oil refinery technician.,He's a good oil refinery technician.,He's a bad oil refinery technician.,He's a terrible oil refinery technician.,he,he,he,he,he
51-8093,51,8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Petroleum Refinery Control Panel Operator,3,Petrol Rafinesi Kontrolör,He's an oil refiner.,He's a very good oil refiner.,He's a good oil refiner.,He's a bad oil refiner.,He's a terrible oil refiner.,he,he,he,he,he
51-8099,51,8099,"Plant and System Operators, All Other",Asphalt Plant Operator,8,Asfalt Plenti Operatörü,He's an asphalt plenti operator.,He's a very good asphalt plenti operator.,He's a good asphalt plenti operator.,He's a bad asphalt plenti operator.,He's a terrible asphalt plenti operator.,he,he,he,he,he
51-8099,51,8099,"Plant and System Operators, All Other",Concrete Batch Plant Operator,8,Beton Santral Operatörü,He's a concrete plant operator.,He's a very good concrete plant operator.,He's a good concrete plant operator.,He's a bad concrete plant operator.,He's a terrible concrete plant operator.,he,he,he,he,he
51-8099,51,8099,"Plant and System Operators, All Other",Lime Filter Operator,8,Kireç Söndürme işçisi,He's a descaling worker.,He's a very good descaling worker.,He's a good descaling worker.,He's a bad descaling worker.,He's a terrible descaling worker.,he,he,he,he,he
51-8099,51,8099,"Plant and System Operators, All Other",Sand Plant Attendant,9,Kum Ocağı işçisi,He's a sand pit worker.,He's a very good sand quarry worker.,He's a good sand quarry worker.,He's a bad sand quarry worker.,He's a terrible sand quarry worker.,he,he,he,he,he
51-9011,51,9011,Chemical Equipment Operators and Tenders,Chemical Process Equipment Operator,8,Kimya Proses Operatör Yardımcısı,He's a chemical process operator.',He's a very good chemical process operator.,He's a good chemical process operator.,He's a bad chemical process operator.,He's a terrible chemical process operator.,he,he,he,he,he
51-9011,51,9011,Chemical Equipment Operators and Tenders,Chemical Processor,3,Kimya Proses Elemanı,He's a chemical process element.,He's a very good chemical process guy.,He's a good chemical process guy.,He's a bad chemical process guy.,He's a very bad chemical process guy.,he,he,he,he,he
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Fermenter,8,Fermantasyon işçisi,He's a fermentation worker.,He's a very good fermentation worker.,He's a good fermentation worker.,He's a bad fermentation worker.,He's a terrible fermentation worker.,he,he,he,he,he
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Separating Machine Operators,8,Ayırıcı Cihaz Operatörü,He's a separator device operator.,He's a very good separator device operator.,He's a good separator device operator.,He's a bad separator device operator.,He's a very bad separator device operator.,he,he,he,he,he
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Milk Pasteurizer,8,Süthane Pastörizör,He's a dairy pasteurizer.,He's a very good dairy pasteurizer.,He's a good dairy pasteurizer.,He's a bad dairy pasteurizer.,He's a very bad dairy pasteurizer.,he,he,he,he,he
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Milk Processor,7,Süt Ve Süt Ürünleri işlemecisi,He's a dairy and dairy processor.,He's a very good milk and dairy processor.,He's a good dairy and dairy processor.,He's a bad milk and dairy processor.,He's a terrible milk and dairy processor.,he,he,he,he,he
