2018 SOC Code (US),Major Code,Minor Code,2018 SOC Title (US),2018 SOC Direct Match Title (US),ISCO Major Code (TR),ISCO Minor Code (TR),He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.,He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.
51-9081,51,9081,Dental Laboratory Technicians,Orthodontic Technician,3,Ağız ve Diş Sağlığı Teknisyeni,He is an oral health technician.,He is a very good oral health technician.,He's a good oral health technician.,He's a bad oral health technician.,He's a very bad oral health technician.,he,he,he,he,he
51-9082,51,9082,Medical Appliance Technicians,Hearing Aid Repair Technician,7,işitme Cihazları Tamircisi,He's a hearing aid repairman.,He's a very good hearing aid repairman.,He's a good hearing aid repairman.,He's a bad hearing aid repairman.,He's a very bad hearing aid repairman.,he,he,he,he,he
51-9082,51,9082,Medical Appliance Technicians,Orthotics Technician,3,Ortez Teknisyeni,He's an orthotic technician.,He's a very good orthotic technician.,He's a good orthotic technician.,He's a bad orthotic technician.,He's a very bad orthotic technician.,he,he,he,he,he
51-9082,51,9082,Medical Appliance Technicians,Prosthetics Technician,3,Ortopedik Protez Teknikeri,He's an orthopedic prosthesis technician.,He's a very good orthopedic prosthesis technician.,He's a good orthopedic prosthesis technician.,He's a bad orthopedic prosthetic technician.,He's a very bad orthopedic prosthetic technician.,he,he,he,he,he
51-9083,51,9083,Ophthalmic Laboratory Technicians,Contact Lens Technician,7,Göz içi Lens Üretim Elemanı,He's an intraocular lens manufacturing element.,He's a very good intraocular lens fabricator.,He's a good intraocular lens fabricator.,He's a bad intraocular lens fabricator.,He's a very bad intraocular lens fabricator.,he,he,he,he,he
51-9083,51,9083,Ophthalmic Laboratory Technicians,Eyeglass Lens Cutter,7,Optik Cam Kesicisi,It's an optical glass cutter.,It's a very good optical glass cutter.,He's a good optical glass cutter.,He's a bad optical glass cutter.,He's a very bad optical glass cutter.,it,it,he,he,he
51-9083,51,9083,Ophthalmic Laboratory Technicians,Eyeglass Maker,7,Mercek Camı Yapım işçisi,He's a lens glass making worker.,He's a very good lens glass worker.,He's a good lens glass worker.,He's a bad lens glass worker.,He's a very bad lens glass worker.,he,he,he,he,he
51-9083,51,9083,Ophthalmic Laboratory Technicians,Lens Grinder and Polisher,7,Optik Cam Perdahçı,He's an optical glass glaze.,He is a very good optical glass glaze.,He's a good optical glass glaze.,He's a bad optical glass glaze.,He's a very bad optical glass glaze.,he,he,he,he,he
51-9111,51,9111,Packaging and Filling Machine Operators and Tenders,Bottle Capper,8,Kapaklama Ve Mühürleme Makinesi Operatörü,He is a capping and sealing machine operator.,He is a very good capping and sealing machine operator.,He is a good capping and sealing machine operator.,He's a bad capping and sealing machine operator.,He's a very bad capping and sealing machine operator.,he,he,he,he,he
51-9111,51,9111,Packaging and Filling Machine Operators and Tenders,Bottle Line Worker,8,Paketleme Makinesi Operatörü,He's a packaging machine operator.,He's a very good packaging machine operator.,He's a good packaging machine operator.,He's a bad packaging machine operator.,He's a very bad packaging machine operator.,he,he,he,he,he
51-9111,51,9111,Packaging and Filling Machine Operators and Tenders,Bottle Packer,8,Şişe Etiketleme Makinesi Operatörü,He's a bottle labeling machine operator.,He's a very good bottle labeller operator.,He's a good bottle labeller operator.,He's a bad bottle labeller operator.,He's a very bad bottle labeller operator.,he,he,he,he,he
51-9111,51,9111,Packaging and Filling Machine Operators and Tenders,Can Filler,8,Kap Doldurma Makinesi Operatörü,He's a cup filling machine operator.,He's a very good cup-filling machine operator.,He's a good cup-filling machine operator.,He's a bad cup-filling machine operator.,He's a very bad cup-filling machine operator.,he,he,he,he,he
51-9111,51,9111,Packaging and Filling Machine Operators and Tenders,Can Sealer,8,Ambalaj Makinesi Operatörü,He's a packaging machine operator.,He's a very good packaging machine operator.,He's a good packaging machine operator.,He's a bad packaging machine operator.,He's a very bad packaging machine operator.,he,he,he,he,he
51-9111,51,9111,Packaging and Filling Machine Operators and Tenders,Keg Filler,8,Kutu Bira Dolum Makinesi Operatörü,He's a can of beer filling machine operator.,He's a very good cans filling machine operator.,He's a good can of beer filling machine operator.,He's a bad can of beer filling machine operator.,He's a very bad cans of beer filling machine operator.,he,he,he,he,he
51-9111,51,9111,Packaging and Filling Machine Operators and Tenders,Potato Chip Packaging Machine Operator,8,Cips Paketleme Makinesi Operatörü,He's a chips packaging machine operator.,He's a very good chip packing machine operator.,He's a good chips packing machine operator.,He's a bad chips packing machine operator.,He's a very bad chips packing machine operator.,he,he,he,he,he
51-9111,51,9111,Packaging and Filling Machine Operators and Tenders,Tea Bag Packer,8,Çay Paketleme Makinesi Operatörü,He's a tea packaging machine operator.,He's a very good tea packaging machine operator.,He's a good tea packaging machine operator.,He's a bad tea-packing machine operator.,He's a very bad tea packaging machine operator.,he,he,he,he,he
51-9123,51,9123,"Painting, Coating, and Decorating Workers",Ceramic Painter,7,Seramik Boyacısı,He's a ceramic painter.,He is a very good ceramic painter.,He's a good ceramic painter.,He's a bad pottery painter.,He's a very bad pottery painter.,he,he,he,he,he
51-9123,51,9123,"Painting, Coating, and Decorating Workers",Glass Decorator,7,Cam Süsleyicisi,He's a glass decorator.,He's a very good glass decorator.,He's a good glass decorator.,He's a bad glass decorator.,He's such a bad glass decorator.,he,he,he,he,he
51-9123,51,9123,"Painting, Coating, and Decorating Workers",Lacquerer,7,Lak Sürücü,He's a lacquer driver.,He's a very good lacquer driver.,He's a good lacquer driver.,He's a bad lacquer driver.,He's a very bad lacquer driver.,he,he,he,he,he
51-9124,51,9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Aircraft Painter,7,Uçak Bakım Boya Personeli,He's an aircraft maintenance paint staff.,He is a very good aircraft maintenance paint staff.,He's a good aircraft maintenance paint staff.,He's a bad aircraft maintenance paint staff.,He's a very bad aircraft maintenance paint staff.,he,he,he,he,he
51-9124,51,9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Automotive Paint Technician,7,Otomotiv Boya işçisi,He's an automotive paint worker.,He's a very good automotive paint worker.,He's a good automotive paint worker.,He's a bad automotive paint worker.,He's a very bad automotive paint worker.,he,he,he,he,he
51-9124,51,9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Automotive Refinish Technician,7,Otomotiv Boya Onarımcısı,He's an automotive paint repairer.,He's a very good automotive paint repairer.,He's a good automotive paint repairer.,He's a bad automotive paint repairman.,He's a very bad automotive paint repairer.,he,he,he,he,he
51-9124,51,9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Automotive Spray Painter,7,Otomotiv Pistoleci,He's an automotive pistol.,He's a very good automotive pistol.,He's a good automotive pistol.,He's a bad automotive pistol.,He's a very bad automotive pistol.,he,he,he,he,he
51-9124,51,9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Boat Painter,7,Gemi Boyacısı,He's a ship painter.,He's a very good ship painter.,He's a good ship painter.,He's a bad ship painter.,He's a very bad ship painter.,he,he,he,he,he
51-9124,51,9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Electrostatic Paint Operator,8,Elektrostatik Boya Operatörü,He's an electrostatic paint operator.,He's a very good electrostatic paint operator.,He's a good electrostatic paint operator.,He's a bad electrostatic paint operator.,He's a very bad electrostatic paint operator.,he,he,he,he,he
51-9151,51,9151,Photographic Process Workers and Processing Machine Operators,Film Printer,8,Fotoğraf Baskıcısı,He's a photo printer.,He's a very good photo printer.,He's a good photo printer.,He's a bad photo printer.,He's a very bad photo printer.,he,he,he,he,he
51-9161,51,9161,Computer Numerically Controlled Tool Operators,CNC Machine Operator,7,CNC Tezgah Operatörü,He's a cnc machine operator.,He is a very good cnc machine operator.,He's a good cnc machine operator.,He's a bad cnc machine operator.,He's a very bad cnc machine operator.,he,he,he,he,he
51-9161,51,9161,Computer Numerically Controlled Tool Operators,CNC Operator,8,CNC Operatörü,He's a cnc operator.,He is a very good cnc operator.,He's a good cnc operator.,He's a bad cnc operator.,He's a very bad cnc operator.,he,he,he,he,he
51-9161,51,9161,Computer Numerically Controlled Tool Operators,Computer Numerically Controlled (CNC) Machinist,7,NC/CNC Tezgah işçisi,He is a nc / cnc machine worker.,He is a very good NC / CNC machine worker.,He is a good nc / cnc machine worker.,He's a bad nc / cnc machine worker.,He's a very bad nc / cnc machine worker.,he,he,he,he,he
51-9161,51,9161,Computer Numerically Controlled Tool Operators,Computer Numerically Controlled (CNC) Milling Machine Operator,7,CNC Freze Tezgahı Operatörü,He's a cnc milling machine operator.,He is a very good cnc milling machine operator.,He's a good cnc milling machine operator.,He's a bad cnc milling machine operator.,He's a very bad cnc milling machine operator.,he,he,he,he,he
51-9161,51,9161,Computer Numerically Controlled Tool Operators,Jig Boring Machine Operator,8,Jig Operatörü,He's a jig operator.,He's a very good jig operator.,He's a good jig operator.,He's a bad jig operator.,He's a very bad jig operator.,he,he,he,he,he
51-9161,51,9161,Computer Numerically Controlled Tool Operators,Numerical Control Machine Operator,7,NC Tezgah Operatörü,He's a nc machine operator.,He's a very good NC machine operator.,He's a good NC machine operator.,He's a bad NC machine operator.,He's a very bad NC machine operator.,he,he,he,he,he
51-9161,51,9161,Computer Numerically Controlled Tool Operators,Welding Robot Operator,7,Robot Kaynak Operatörü,He's a robot welding operator.,He's a very good robot welding operator.,He's a good robot welding operator.,He's a bad robot welding operator.,He's a very bad robot welding operator.,he,he,he,he,he
51-9162,51,9162,Computer Numerically Controlled Tool Programmers,Computer Numerically Controlled (CNC) Programmer,3,CNC Programcısı,He's a cnc programmer.,He is a very good cnc programmer.,He is a good cnc programmer.,He's a bad cnc programmer.,He's a very bad cnc programmer.,he,he,he,he,he
51-9191,51,9191,Adhesive Bonding Machine Operators and Tenders,Glue Machine Operator,7,Tutkal Sürme Makinesi Operatörü,He's a glue application machine operator.,He's a very good glue machine operator.,He's a good glue application operator.,He's a bad glue machine operator.,He's a very bad glue machine operator.,he,he,he,he,he
51-9192,51,9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Acid Dipper,8,Asitleme işçisi ,He's an pickling worker.,He's a very good pickling worker.,He's a good pickling worker.,He's a bad pickling worker.,He's a very bad pickling worker.,he,he,he,he,he
51-9192,51,9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Bottle Washing Machine Operator,8,Boş Şişe Yıkama Makinesi Operatörü,He's an empty bottle washing machine operator.,He's a very good empty bottle washing machine operator.,He's a good empty bottle washing machine operator.,He's a bad empty bottle washing machine operator.,He's a very bad empty bottle washing machine operator.,he,he,he,he,he
51-9192,51,9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Degreaser Operator,9,Metal Yıkama Yağlama işçisi,He is a metal washing oiling worker.,He's a very good metal washing lubrication worker.,He's a good metal washing oiling worker.,He's a bad metal wash oiling worker.,He's a very bad metal wash oiling worker.,he,he,he,he,he
51-9194,51,9194,Etchers and Engravers,Engraver,7,Gravürcü,He's an engraver.,He's a very good engraver.,He's a good engraver.,He's a bad engraver.,He's a very bad engraver.,he,he,he,he,he
51-9194,51,9194,Etchers and Engravers,Glass Etcher,7,Cam Oymacı,He's a glass engraver.,He's a very good glass engraver.,He's a good glass engraver.,He's a bad glass engraver.,He's a very bad glass engraver.,he,he,he,he,he
51-9194,51,9194,Etchers and Engravers,Metal Engraver,7,Metal Baskı Ruloları Gravürcü,He is a metal printing rolls engraver.,He is a very good metal printing rolls engraver.,He is a good metal printing rolls engraver.,He's a bad metal print rolls engraver.,He's a very bad metal printing rolls engraver.,he,he,he,he,he
51-9194,51,9194,Etchers and Engravers,Pantograph Engraver,7,Gravür Pantograf Operatörü,He is an engraving pantograph operator.,He is a very good gravure pantograph operator.,He is a good gravure pantograph operator.,He's a bad gravure pantograph operator.,He's a very bad gravure pantograph operator.,he,he,he,he,he
51-9194,51,9194,Etchers and Engravers,Rotary Engraver,7,Rotogravür Baskı Makinesi Operatörü,He is a rotogravure printing machine operator.,He is a very good rotogravure printing machine operator.,He's a good rotogravure printing machine operator.,He's a bad rotogravure printing machine operator.,He's a very bad rotogravure printing machine operator.,he,he,he,he,he
51-9194,51,9194,Etchers and Engravers,Rubber Engraver,7,Kauçuk Gravürcü,He's a rubber engraver.,He's a very good rubber engraver.,He's a good rubber engraver.,He's a bad rubber engraver.,He's a very bad rubber engraver.,he,he,he,he,he
51-9195,51,9195,"Molders, Shapers, and Casters, Except Metal and Plastic",Glass Bender,7,Cam Şekillendirmeci,He's a glass shaper.,He's a very good glass styler.,He's a good glass styler.,He's a bad glass shaper.,He's a very bad glass shaper,he,he,he,he,he
51-9195,51,9195,"Molders, Shapers, and Casters, Except Metal and Plastic",Glass Blower,7,Cam Üfürücü,He's a glassblower.,He's a very good glass blower.,He's a good glass blower.,He's a bad glassblower.,He's a very bad glassblower.,he,he,he,he,he
51-9195,51,9195,"Molders, Shapers, and Casters, Except Metal and Plastic",Glass Presser,7,Cam Presçi ,He's a glass presser.,He's a very good glass presser.,He's a good glass presser.,He's a bad glass press.,He's such a bad glass press.,he,he,he,he,he
