,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2018 SOC Code (US),Major Code,Minor Code,2018 SOC Title (US),2018 SOC Direct Match Title (US),ISCO Major Code (TR),ISCO Minor Code (TR),Translation (AWS),,,,,,,,,
51-8099,51,8099,"Plant and System Operators, All Other",Asphalt Plant Operator,8,Asfalt Plenti Operatörü,He's an asphalt plant operator.,He's a very good asphalt plant operator.,He's a good asphalt plant operator.,He's a bad asphalt plant operator.,He's a very bad asphalt plant operator.,he,he,he,he,he
51-8099,51,8099,"Plant and System Operators, All Other",Concrete Batch Plant Operator,8,Beton Santral Operatörü,He's a concrete plant operator.,He's a very good concrete plant operator.,He's a good concrete plant operator.,He's a bad concrete plant operator.,He's a very bad concrete plant operator.,he,he,he,he,he
51-8099,51,8099,"Plant and System Operators, All Other",Lime Filter Operator,8,Kireç Söndürme işçisi,He's a lime quenching worker.,He's a very good lime quenching worker.,He's a good lime quenching worker.,He's a bad lime-quenching worker.,He's a very bad lime-quenching worker.,he,he,he,he,he
51-8099,51,8099,"Plant and System Operators, All Other",Sand Plant Attendant,9,Kum Ocağı işçisi,He's a sand quarry worker.,He's a very good sand quarry worker.,He's a good sand quarry worker.,He's a bad sand quarry worker.,He's a bad sand quarry worker.,he,he,he,he,he
51-9011,51,9011,Chemical Equipment Operators and Tenders,Chemical Process Equipment Operator,8,Kimya Proses Operatör Yardımcısı,He's a chemical process operator assistant.,He's a very good chemical process operator assistant.,He's a good chemical process operator assistant.,He's a bad chemical process operator assistant.,He's a very bad chemical process operator assistant.,he,he,he,he,he
51-9011,51,9011,Chemical Equipment Operators and Tenders,Chemical Processor,3,Kimya Proses Elemanı,He's a chemical process element.,He's a very good chemical process element.,He's a good chemistry process element.,He's a bad chemistry process element.,He's a very bad chemistry process element.,he,he,he,he,he
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Fermenter,8,Fermantasyon işçisi,He's a fermentation worker.,He's a very good fermentation worker.,He's a good fermentation worker.,He's a bad fermentation worker.,He's a very bad fermentation worker.,he,he,he,he,he
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Separating Machine Operators,8,Ayırıcı Cihaz Operatörü,He's a separator device operator.,He's a very good separator device operator.,He's a good separator device operator.,He's a bad separator device operator.,He's a very bad separator device operator.,he,he,he,he,he
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Milk Pasteurizer,8,Süthane Pastörizör,He's a dairy pasteurizer.,He's a very good dairy pasteurizer.,He's a good dairy pasteurizer.,He's a bad dairy pasteurizer.,He's a very bad dairy pasteurizer.,he,he,he,he,he
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Milk Processor,7,Süt Ve Süt Ürünleri işlemecisi,He's a dairy and dairy processor.,He is a very good milk and dairy processor.,He's a good milk and dairy product handler.,He's a bad milk and dairy product handler.,He's a very bad milk and dairy processor.,he,he,he,he,he
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Molasses Preparer,7,Pekmez imalat Elemanı,He's a molasses manufacturing element.,He is a very good molasses manufacturing element.,He's a good molasses manufacturing element.,He's a bad molasses manufacturing element.,He's a very bad molasses manufacturing element.,he,he,he,he,he
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Pasteurizer,8,Pastörize Ustabaşı,He's a pasteurized foreman.,He's a very good pasteurized foreman.,He's a good pasteurized foreman.,He's a bad pasteurized foreman.,He's a very bad pasteurized foreman.,he,he,he,he,he
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Winemaker,8,Şarap imal işçisi,He's a winemaker worker.,He's a very good winemaker worker.,He's a good winemaker worker.,He's a bad winemaker worker.,He's a bad wine maker worker.,he,he,he,he,he
51-9021,51,9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Beveling and Edging Machine Operator,7,Açkı Ve Polisaj Tezgahı Operatörü,He's an opener and polishing machine operator.,He's a very good opener and polishing machine operator.,He's a good opener and polishing machine operator.,He's a bad opening and polishing machine operator.,He's a very bad opening and polishing machine operator.,he,he,he,he,he
51-9021,51,9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Beveller Operator,8,Bizoteci,He's a biotech.,He's a very good biotech.,He's a good biotech.,He's a bad biotech.,He's a very bad biotech.,he,he,he,he,he
51-9021,51,9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Blanchard Grinder Operator,8,Öğütme Makinesi Operatörü ,He's a grinding machine operator.,He's a very good grinding machine operator.,He's a good grinding machine operator.,He's a bad grinding machine operator.,He's a very bad grinding machine operator.,he,he,he,he,he
51-9021,51,9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Industrial Coffee Grinder,8,Ezme Makinesi Operatörü,He's a crushing machine operator.,He's a very good crushing machine operator.,He's a good crushing machine operator.,He's a bad crushing machine operator.,He's a very bad crushing machine operator.,he,he,he,he,he
51-9021,51,9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Marble and Granite Polisher,8,Mermer Silim işçisi,He's a marble wiper worker.,He's a very good marble wiper worker.,He's a good marble wiper worker.,He's a bad marble wiper worker.,He's a very bad marble wiper worker.,he,he,he,he,he
51-9023,51,9023,"Mixing and Blending Machine Setters, Operators, and Tenders",Asphalt Blender,8,Karıştırma Makinesi Operatörü,He's a mixing machine operator.,He's a very good mixing machine operator.,He's a good mixing machine operator.,He's a bad mixing machine operator.,He's a very bad mixing machine operator.,he,he,he,he,he
51-9031,51,9031,"Cutters and Trimmers, Hand",Fur Trimmer,7,Kürk Biçici,He's a fur-mover.,He's a very good fur mover.,He's a good fur mover.,He's a bad fur mover.,He's a terrible fur-mover.,he,he,he,he,he
51-9032,51,9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",Glass Cutting Machine Operator,8,Makineyle Cam Eşya Kesici,He's a glassware cutter with a machine.,He's a glass ware cutter with a very good machine.,He's a glass ware cutter with a good machine.,He's a glassware cutter with a bad machine.,He's a very bad machine with a glassware cutter.,he,he,he,he,he
51-9032,51,9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",Shearing Machine Tender,7,Makas Makinesi işçisi,He's a scissor machine worker.,He's a very good scissor machine worker.,He's a good scissor machine worker.,He's a bad scissor machine worker.,He's a terrible scissor worker.,he,he,he,he,he
51-9041,51,9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Brick Maker,8,Tuğla imal işçisi,He's a brickwork worker.,He's a very good brick-making worker.,He's a good brick-making worker.,He's a bad brick-making worker.,He's a very bad brick-making worker.,he,he,he,he,he
51-9041,51,9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Rubber Extrusion Operator,8,Kauçuk Kalıp Presi Operatörü,He's a rubber die press operator.,He's a very good rubber die press operator.,He's a good rubber die press operator.,He's a bad rubber die press operator.,He's a very bad rubber die press operator.,he,he,he,he,he
51-9041,51,9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Sugar Presser,8,Şeker Pres işçisi,He's a candy press worker.,He's a very good candy press worker.,He's a good candy press worker.,He's a bad candy press worker.,He's a very bad candy press worker.,he,he,he,he,he
51-9041,51,9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Tuber Operator,8,Prese Makinesi Operatörü,He's a press machine operator.,He's a very good prese machine operator.,He's a good press machine operator.,He's a bad press machine operator.,He's a very bad prese machine operator.,he,he,he,he,he
51-9051,51,9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Lime Kiln Operator,8,Kireç Fırın Operatörü,He's a lime furnace operator.,He's a very good lime furnace operator.,He's a good lime furnace operator.,He's a bad lime furnace operator.,He's a very bad lime furnace operator.,he,he,he,he,he
51-9051,51,9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Soap Drier Tender,8,Endüstriyel Fırın işçisi,He's an industrial furnace worker.,He's a very good industrial furnace worker.,He's a good industrial furnace worker.,He's a bad industrial furnace worker.,He's a bad industrial furnace worker.,he,he,he,he,he
51-9061,51,9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Ampoule Examiner,8,Ayıklama işçisi,He's a sorting worker.,He's a very good sorting worker.,He's a good sorting worker.,He's a bad sorting worker.,He's a very bad sorting worker.,he,he,he,he,he
51-9061,51,9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Bag Grader,3,Denetmen,He's a supervisor.,He's a very good supervisor.,He's a good supervisor.,He's a bad supervisor.,He's a terrible supervisor.,he,he,he,he,he
51-9061,51,9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Quality Assurance Inspector,1,Kalite Güvence Müdürü,He's a quality assurance manager.,He is a very good quality assurance manager.,He's a good quality assurance manager.,He's a bad quality assurance manager.,He's a very bad quality assurance manager.,he,he,he,he,he
51-9061,51,9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Quality Control Inspector,3,Kalite Kontrol Sorumlusu,He's a quality control officer.,He's a very good quality control officer.,He's a good quality control officer.,He's a bad quality control officer.,He's a very bad quality control officer.,he,he,he,he,he
51-9061,51,9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Quality Inspector,7,Kalite Kontrolcü,He's a quality controller.,He's a very good quality controller.,He's a good quality controller.,He's a bad quality controller.,He's a very bad quality controller.,he,he,he,he,he
51-9061,51,9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Spark Plug Tester,3,Numune Alma Elemanı,He's a sampling element.,He's a very good sampling element.,He's a good sampling element.,He's a bad sampling guy.,He's a very bad sampling guy.,he,he,he,he,he
51-9071,51,9071,Jewelers and Precious Stone and Metal Workers,Goldsmith,7,Altın işleme Kuyumcu,He's a gold processing jeweler.,He is a very good gold processing jeweler.,He's a good gold processing jeweler.,He's a bad gold processing jeweler.,He's a very bad gold processing jeweler.,he,he,he,he,he
51-9071,51,9071,Jewelers and Precious Stone and Metal Workers,Jewelry Repairer,7,Mücevherat Tamircisi,He's a jewelry mechanic.,He's a very good jewelry mechanic.,He's a good jewelry mechanic.,He's a bad jewelry mechanic.,He's a terrible jewelry mechanic.,he,he,he,he,he
51-9071,51,9071,Jewelers and Precious Stone and Metal Workers,Jewelsmith,7,Mücevher Ustası,He's a jewelry master.,He's a very good jewelry master.,He's a good jewelry master.,He's a bad jewelry master.,He's a terrible jewelry master.,he,he,he,he,he
51-9071,51,9071,Jewelers and Precious Stone and Metal Workers,Silversmith,7,Gümüş işleme Kuyumcu,He's a silver processing jeweller.,He is a very good silver processing jeweler.,He's a good silver processing jeweller.,He's a bad silver processing jeweler.,He's a very bad silver processing jeweler.,he,he,he,he,he
51-9081,51,9081,Dental Laboratory Technicians,Orthodontic Technician,3,Ağız ve Diş Sağlığı Teknisyeni,He's an oral and dental health technician.,He's a very good oral and dental health technician.,He's a good oral and dental health technician.,He's a bad oral and dental health technician.,He's a bad oral and dental health technician.,he,he,he,he,he
51-9082,51,9082,Medical Appliance Technicians,Hearing Aid Repair Technician,7,işitme Cihazları Tamircisi,He's a hearing aids mechanic.,He's a very good hearing aids mechanic.,He's a good hearing aids mechanic.,He's a bad hearing aids mechanic.,He's a terrible hearing aids mechanic.,he,he,he,he,he
51-9082,51,9082,Medical Appliance Technicians,Orthotics Technician,3,Ortez Teknisyeni,He's an orthotic technician.,He's a very good orthotic technician.,He's a good orthotic technician.,He's a bad orthotic technician.,He's a bad orthotic technician.,he,he,he,he,he
51-9082,51,9082,Medical Appliance Technicians,Prosthetics Technician,3,Ortopedik Protez Teknikeri,He's an orthopedic prosthetic technician.,He's a very good orthopedic prosthetic technician.,He's a good orthopedic prosthetic technician.,He's a bad orthopedic prosthetic technician.,He's a bad orthopedic prosthetic technician.,he,he,he,he,he
51-9083,51,9083,Ophthalmic Laboratory Technicians,Contact Lens Technician,7,Göz içi Lens Üretim Elemanı,He's an intraocular lens production element.,He is a very good intraocular lens manufacturing element.,He is a good intraocular lens manufacturing element.,He's a bad intraocular lens production element.,He's a very bad intraocular lens production element.,he,he,he,he,he
51-9083,51,9083,Ophthalmic Laboratory Technicians,Eyeglass Lens Cutter,7,Optik Cam Kesicisi,He's an optical glass cutter.,He's a very good optical glass cutter.,He's a good optical glass cutter.,He's a bad optical glass cutter.,He's a bad optical glass cutter.,he,he,he,he,he
